score;content
4;Kak untuk daerah Pati Jawa tengah. Kudus Jawa tengah kok nggak ada ? Tolong diperluas keseluruh daerah di Indonesia ya kak . Tolong jangkauan nya diperluas agar kami yang didaerah kota kota bisa memesan lewat aplikasi ini juga.
5;Aplikasi yang sangat simpel untuk memesan tiket bioskop, saya harap metode pembayaran ditambah jangan hanya dana tapi ada metode pembayaran lain.
1;krn kinerjanya menurut saya buruk tujuan tiket online itu karna kalo pas ada film bagus biar gak antri bisa pesan online eh malah kebalikanya film bagus pesan online gak bisa lihat di hari berikut nya aja juga gak bisa terus tujuan aplikasi ini di buat untuk ❓❓❓❓ Misal kyk stasiun semua harus online bisa beli tunai 3 jam sebelum keberangkatan itu bagus krn emg buka beli tiket online Nah ini malah online gak bisa parah
1;Mau pesen tiket KKN kok gabisa, kehabisan terus padahal baru dibuka langsung habis. Ini emang tiketnya yg habis atau aplikasi nya yang error sihh
1;Kasih kejelasan dong biaya pelayanan nya dari awal biar bisa top up sekalian,habis top up dana tbtb kurang buat biaya pelayanan nya ujung ujung nya kehabisan tiket,ga semua org tu tiap hari ada waktu Bambang,
1;Surat terbuka untuk tix id ini sebenarnya mulai tampil banner film nya jam berapa ya tuhan😭 aku udh mantengin dr jam 3 belum kebuka trus bobo lagi kn namanya juga ngantuk, abis tu subuh aku buka lagi blm ada juga banner buat buy tiket nya. Sampe tibalah jam 6 aku buka udh muncul emang banner nya Cuma belum bisa buy kayanya suruh mengunjungi beberapa saat lagi. Tiba jam 6.20 aku buka slot nya udh kosong ya ampun kek menguras waktuku banget padahal aku belom nyapu rumah, nyuci piring, dll😭
5;Saya puas dengan aplikasi ini, membeli tiket kapanpun dimanapun jadi sangat mudah, tetapi seringkali ada kendala susah masuk aplikasi. Itusaja keluhan saya, semoga cepat di perbaiki di update selanjutnya, terimakasih.
1;Susaahhhh banget mau pesen tiket di tanggal-tanggal tertentu. Hanya muncul jadwal pertanggal hari ini, untuk oemesanan di hari berikutnya jadwalnya ga keluar dan sulit di akses!!! Liat review lainnya juga kemunculan tiketnya lama yaaa ih engga deh 😫💩
5;Karena aplikasi ini saya sangat mudah untuk membeli tiket bioskop, pilihan bioskopnya lengkap, dan gak perlu ribet kehabisan tiket bahkan film yang sedang viral di sosial media sekalipun.
4;lebih ditingkatkan lagi untuk masalah booking tiket semisal h-3/h-4 dari film yang akan ditayangkan, sehingga semua dapat kebagian tiket film yang lagi boomingnya.
1;Tidak bisa pesan tiket dan tidak bisa pilih kursi,tolong dong benerin saya udah top up pas masuk nggak bisa lilih kursi sma nggak bisa beli tiket gimna si
1;Saya pesan tike via aps ini. Tapi tiketnya tak kunjung keluar. Sampai akhirnya saya beli langsung di bioskop. Besoknya, dinyatakan pemesanan tiket saya berhasil. Alhasil, ini Sama saja saya beli tiket 2 kali utk kursi yang sama. Payah pokoknya aps ini!!!!
1;"Kenapa ya reset password tidak bisa? Gak ada muncul buttom ""simpan password"" padahal password sudah sesuai kriteria permintaan."
1;Dateng jauh jauh dari desa ke kota, udah pesen dan berhasil eh sampai ke bioskop dana di kembalikan. Ini parah banget sih sampai buka aplikasinya pun lemot banget dan sering error, kalau emang kursinya udah pada abis kenapa masih bisa dipesen dan dana berhasil terpotong, mana terbitin tiketnya lama banget dan berujung gagal haha padahal dulu fine fine aja, kecewa banget.
5;Terima kasih tix id utk respon perbaikan layanannya, saya kmrn sangat kecewa dgn refund tdk ada pemberitahuan dan saya gk bisa nonton stelah sampai bisokop Utk saat ini mudah mudahan tidak terjadi lagi sprti ini Terima kasih tix
1;Aplikasi eror pas mau scan tiket. Ini posisi aku ga ss tiketnya, nunggu hampir setengah jam notif bisa dibuka baru bisa masuk. Ga recomended banget 🥲 sering banget errornya. GABAKAL JADI PILIHAN UTAMA. Mending xxi atau cgv kalo mau nonton bioskop
1;Ini gimana sih dari kemarin mau pesen tiket loading terus udah di uninstal udah hp nya yang di restart tetep gabisa masuk. Mau nya apa sih
4;"min sya mau nnya, saya setiap mau beli pasti ragu"", di karenakan, setiap mau beli harus bayar menggunakan dana, namun dana sya belum terverifikasi karna belum mempunyai KTP, apakah bisa bayar menggunakan dana yg belum terverifikasi???tolong jawab minn:)"
5;Awalnya kecewa pas pake tix id soalnya lemot sama ada tulisan tidak ada film yang diputar dan bioskop tidak ditemukan padahal kalau cari di google ada, tapi alhamdulillah hari ini pesen tiket bisaa semangat terus developer agak tix id menjadi lebih baik kedepannya🥰👍
2;Apk sempat error, saya beli tiket (jam11.35) ga muncul2 sudah bayar (tadinya on proses tautau ilang) dan di daftar transaksi juga kosong gada transaksi yang berhasil ataupun gagal. Saya kira bakal refund ke DANA taunya kaga. Tautau dicek lagi transaksi berhasil padahal saya sudah pesan tiket manual ( pesan tiket manual juga saya nunggu dulu smpe jam 11.35 lewaatttt, saya pesan yang 12.05) keselll siii semoga aja bisa refund setelah complain.
1;"Aplikasi tidak optimal. Sering eror. Saya tadi pesen tiket malah gk muncul"" kodenya gara"" aplikasi eror. Pas film udah tayang malah baru bisa. Rugi saya"
1;Ya ampun ni Aplikasi sesat banget, Jadi ceritanya saya lagi di Bioskop mau antri pesan tiket, jadi pas saya liat di aplikasi Semua Bangku sudah Penuh gak ada yg kosong, saya sempat mau pulang aja biar besok pesan Online aja mksudnya, tapi saya tunda, dah capek² antri tiket tunggu aja lah bntar mana tau ada, dan Tiba pas giliran saya yg mau beli tiket, masih bnyak bangku yg kosong dong gaes, tapi di aplikasi ini sudah full book di bioskop yg sama dan jam yg sama... Untung saya gak pulang.. 😄
1;Pesen tiket untuk jam 11.40 , dana langsung kepotong. Muter2... disuruh nunggu kode booking. Terima kode booking sekitar jam 14.00 . Gimana bisa nonton bosku? . Keluhan diarahkan hub cs, mlh dijawab dgn jawaban yg sama berulang2. Terakhir dpt motif survei mengulas filmx. Ampun dah, aku gak nonton,gimana mo koment filmnya? Udah , balikin aja duitku. Capek !!!
4;Sebenernya terbantu sama aplikasi ini, jadi lebih gampang kalo beli tiket, terutama buat film yang hybe banget. Tapi sayang biaya administrasinya kenapa mahal banget sih, dihitung per-orang pula, jadi makin mahal kalo belinya banyak tiket sekaligus 😭 Minta tolong diperbaiki dong TIX ID, kalo bisa biaya administrasinya tolong dikurangin.
1;Aplikasinya merugikan, error nya lama, pesen tiket dri jam 9 pagi, uang di dana sudah terpotong, eh sudah brangkat ke bioskop jam 1 sampai sana kok ya uangnya di refund dengan alasan kursi yg diinginkan tidak tersedia, jdi gak dapet kursi deh. Tolong diperbaiki aplikasinya lagi !!!
3;biaya layanan 4ribu ga salah itu?pake alasan itu biaya pajak..klo misal dari awal tulisannya biaya pajak bru bisa dimengerti...lah ini ditulis biaya layanan..
1;saya booking tiket jam 11:30 .. sya setelah trx 10:50.. tiket booking tidak muncul..cba refresh berkali2 tidak muncul.dan aplikasi terlogout..dan berkali2 sya login tidak bisa sampai jam tayangna lewat.. dan stlah jam 12:20 baru bisa login dan tiket bokingna terlihatna..tapi percuma saja tidak bsa terpakai .. dan saya komplain ajukan refund dana tidak bsa.. sya tidak terima sprti ini smwa..karena ini kslahan sistem kalian..bukan ksalahan saya.. layanan anda buruk dan sprti penipu
1;Gak ada guna. Mau mesen tiket aja susah. Penuh terus. Giliran dateng ke bioskop nya langsung masih ada yg jam dan hari itu juga. Di tix keterangan sudah terisi penuh semua. Udah biaya administrasi MAHAL.
2;Hari ini badmood parah, udh dibayar pas sejam kemudian cek dana ternyata direfund Tanpa notif sebelumnya tiba2 tiket yg udh dibeli hilang, parah sih ga jd nonton Ayolah lebih ditingkatkan lagi pelayanannya
1;Aplikasi busuk...udh booking, malah di refund...alhasil gak jadi nonton dan ngerefund tanpa ada kabar, nonton jam 2 ngerefund jam 1...jangan instal aplikasi ini !!!!!
1;Parah dan payah nih aplikasi udah beli tiket malah di refund dan sekarang mau beli lagi server maintance samle di semua bioskop yg deket dengen lokasi saya Pokoknya APLIKASI INI payah bangat
1;eror saat mau cetak tiket& kode booking tidak muncul padahal saldo sudah kepotong film udh dimulai 50menitan dan masih belum bisa,minta revound cs ngga ngebales tolong di selesaikan
1;Aplikasi jelek di update malah lemot, padahal transaksi berhasil malah kode bookingnya ga masuk, mau nunjukin kode jadi malu 😠👎
4;"sebenernya apk ini bagus ,tapi kenapa tidak bisa masuk akun ya? padahal tadinya gapapa, terus muncul terus bacaan "" terjadi kesalahan"" saran dong min"
1;Mau daftar susah, udah daftar susah. Masuk apk ini, internet seperti hilang total, gak bisa diapa-apain. Padahal sinyal ada dan untuk buka apk lain lancar-lancar saja. Aneh sekali.
1;Barusan pesan tiket untuk jam 11:50, pembayaran berhasil tapi sampe sekarang belom dapet kode booking, kirim email udah sampe sekarang ga ada kejelasan masuk ke aplikasi juga ga bisa error terus.. Mau ajuin refund juga bingung gabisa masuk aplikasi
2;Setiap saya ingin daftar akun ke aplikasi ini.. selalu terjadi kesalahan setiap verifikasi kode ke nomor telfon.. padahal saya mau beli tiket online sekarang untuk nonton besok😔
1;App gimana sih udah beli tiket buat hari ini app nya malah error trus... gimana mau scan barcode nya ntar buat nonton...
3;Sebenar nya aplikasi nya bagus.cuman masih harus di perbaiki lagi,saat pembelian tiket biasa nya lag dan susah untuk masuk........, Apakah itu faktor karna terlalu ramai yg menggunakan tix id? Saya tidak tau pasti.yg jelas aplikasi ini harus di perbarui sehingga tidak ada lagi kendala lag/susah masuk padah sinyal lagi oke.
2;kok gangguan jaringan mulu ya, padahal saya pakai wife di gunakan aplikasi lain lancar, tapi cuma aplikasi ini doang yang gak bisa padahal saya mau beli tiket, tolong di perbaiki
1;Server sering down saat mendekati jam penayangan sudah bayar tapi tidak dapat passcode. Keluhan di email juga tidak pernah diprosea. Terusmau lapor kemana?
2;ini gimana ya awalnya liat liat film bisa ehh pas mau pesen tiket malah terjadi kesalahan mohon coba beberapa saat lagi. tapi udah di coba puluhan kali pun tetep gitu
3;Udh beli tiketnya malah balik lagi uangnya ke dana seolah olah dibatalkan padahal tidak membatalkan.. terus keluar terus dari aplikasinya mau masuk lagi susah terus.. gimana ini
1;Lemot sekali,app tidak bisa dibuka . padahal jaringan aman . Sampai install ulang tetap aja error,malah akun ga bisa log in. Hadehhh
3;Ini abis di update kok malah gangguan apk nya.. gmna sih.. gak bisa liat film ataupun beli tiket
1;"Server down. Udh dapat kursi, tinggal bayar pakai dana, tapi malah muter"" gajelass. Alhasil ga dapat kursi dan ga jadi nonton. Tolong di perbaiki servernya. Jaringan wifi aman tapi di aplikasi muter"" GAJELASSS"
1;Aplikasi sampah, saat jadwal mau tayang, mau buka barcode malah aplikasi error , tidak ada alternatif lain buat buka tiket online cuma bisa di aplikasi, tapi aplikasi nya error
1;Kok ga bisa login sihh, mana udh beli tiketnya juga,terus bentar lagi film nya tayang,ngasih liat barcode nya pake apa,udh coba login pake HP lain juga sama
1;Saya udh pesan tiket , tapi tidak keluar invoice tiketnya saat di restart app tidak bisa diakses , dan tiket hangus begitu saja . sangat disayangkan sekali .
2;Selama beberapa th belakangan ini, pesan tiket di TIX sangat menbantu, hari ini, pesan tiket dibatalkan teruss, server ngebug. Disaat transaksi sudah berhasil, uang sudah terpotong di dana, kode book tidak keluar, sudah ajukan komplain tbtb TIX nya tambah ngebug🙂
1;Payah hari ini beli tiket premier loading kursi nya sampai film dimulai,beli tiket lg yg biasa skali bisa aplikasi loading cm layar putih. Kehilangan 500 ribuan tp ga nonton sama sekali hish
1;"Aduh lelet bgt apk nya baru aja daftar awal nya lancar"" aja eh pas udh mau booking malah ga bisa di buka sama sekali"
3;Setiap kali buka aplikasi tix nya selalu lelet atau eror, padahal jaringan bagus untuk aplikasi lain lancar. Padahal sudah beli tiket untuk 7 orang tapi ga bisa buka aplikasi nya lagi
1;"lemot bgt, daritadi tulisannya ""terjadi kesalahan"" terus padahal sinyalku bagus & aman ajaa :( mohon diperbaiki lagi yaa"
1;Aplikasi parah kali waktu mesan lancar lancar aja, tiba waktunya nya konfirmasi ngambil tiket malam gak bisa di buka aplikasi nya
1;Tiket belum di terbitkan, pembayaran sudah berhasil. Sudah menghubungi ke pihak tix.id tapi belum ada tindakan, parah banget
1;Ini udah beli tiket KKN desa penari,, saldo udah berkurang.. Cuman belum dapet kode booking.. Bisa kembali uang gak nie..
1;Wah gak jelas bgt aplikasinya. saya sudah melakukan pembayaran tiket tinggal tunggu konfirmasinya lama bgt. Dan saat saya keluarkan dari aplikasi tiba-tiba tiket yang saya pesan tidak muncul. Saya coba hapus data dari aplikasi saya masuk ulang eh malah gak bisa masuk. Tolong dong konfirmasinya ini gimana saya sudah keluar uang di aplikasi ini loh
2;Tolong dong bantuannya..udah beli tiket,bayar dan pilih kursi tp smpe skrg msih belum terbit dan sttusnya menunggu kursi...padahal nonton siang ini..udah di email tapi blm ada respon..Mohon bantuannya
1;Mo daftar Aja Lama bet, lemot mulu padahal pake wifi, mo mesen tiket aja lemot bet padahal pake wifi, udh siap mo bayar top up malah error halah
1;Aplikasi sebesar ini seharusnya tidak hanya mengandalkan satu metode pembayaran saja, menggunakan Dana. Kalaupun mitra kerja sama tolonglah diperluas jalinan kerjasama dengan Linkaja, Gopay, ShopeePay, Qris, dll. Bintang satu ini mencerminkan kualitas TIX ID sendiri. Terima kasih
1;Ini gimana ya? Aku udah pesen tiket+bayar pake dana, saldo udah ketarik tapi gamuncul barcode? Ini sih aku jadi rugi bangettt, uang menghilang nonton gajadi!!
2;"hallo min.. ini kenapa lama sekali ya untuk dapat barcode nya masi ""menunggu kursi"" padahal udah 2jam tapi tetap tidak ada barcode nya"
4;Sebenarnya aplikasi ini membantu namun sayangnya agak lama prosesnya, tiketnya juga lama banget keluarnya toloh dong diperbaiki lgi udh 15mnit tiket gak terbit
1;Tix id makin di-update makin tidak ada kejelasan saya sudah mesan tiket dan melakukan pembayaran namun saya tidak menerima barcode nya namun didana sudah melakukan pembayaran dan saldo saya sudah berkurang
3;Hallo kak,, kenapa ya tidak bisa ke buka aplikasinya saat pakai WiFi jadi harus pakai data seluler mohon bantuannya
2;setiap ada film hype pasti server nya down trs loading nya lama banget lagi g ngerti lagi kadang suka pembayaran gagal pdhl saldo cukup + sinyal baguss, perbaiki lagi
5;Waktu pesan tiket agak lambat. But biaya layanan paling murah diantara apps lain. Recommended
3;Selalu muncul tidak dapat memesan. Padahal kuota stabil. Pas bisa pilih kursi pun, ga bisa bayarnya. Padahal saldo dana nya ada. Loading lama banget. Kecewa. Padahal juga dah nunggu dari jam 6 pagi biar dapet tiket.
1;aplikasi broken, sinyal aman, giliran dibuat buka & daftar TIX bilang jaringan & coba lagi, 20menit gitu terus. mohon diperbaiki
4;Terkadang updatenya lama dan ada kekurangan dalam melihat tempat (kursi). Mksdnya gak ada informasi kurs. Tapi sisanya udah bagus
1;Lelett bgt buka beranda nya aja lama bgt. Perbaikin dong bugnya. Gimana mau beli ticket sedangkan aplikasinya aja masih loading trus ah parahhhh
4;Aplikasi ini mempermudah saya dalam membeli tiket, apalagi ketika harus war dikarenakan filmnya memang booming. Membantu juga dalam ngecek kursi di teater yang sudah terisi atau belum, jadi bisa menentukan kalau mau beli tiket mau duduk di nomor dan huruf berapa.
1;3× gagal transaksi padahal pas direfresh kursi masih kosong, saldo tiba tiba di refund terus transaksi yang ke 4 tiketnya dah terjual wkwk. Ini ada jadwal upload pembelian tiketnya ga sih? Kirain jadwal XXI diupload dihari itunya juga, ternyata berubah ubah
5;Aplikasi TIX ID sangat membantu saya dalam membdli tiket untuk menonton film, dengan TIX ID saya tidak perlu lagi mengantri dan juga saya bisa langsung masuk untuk scan tiket sesuai jam yang ya pilih untuk menonton film
1;Kenapa akhir akhir ini setelah di update aplikasinya gak bisa dibuka selalu lemot padahal sinyal bagus, penyimpanan aman. Tapi tiap buka aplikasi lama banget selalu loading, gimana mau mesen tiket kalo aplikasinya begini terus. Maaf kali ini kasih bintang 1 dulu. Mohon segera perbaiki demi kenyamanan pengguna 😔🙏
5;Saya sudah 4th pake tix id. Tanpa perlu antri, lancar transaksinya tanpa repot, pokoknya ok . cuma sayangnya biaya tambahan naik jd 4000. Saya kasih 4.5 aja deh. Lumayan ada diskon dari DANA. Suka suka suka ^^ Mantapp.
5;Gampang bangettt pake aplikasi ini dibanding yg sebelah😭🙏 asli mempermudah aja lewat dana, soalnya dr kmrn pke yg aplikasi lain belibet krna masalah pembayaran dan batas minimum top up yg besar😭😭 pokoknya menurut saya udh top bgt siii😘😘😘
4;Dengan adanya apk ini, makin mudah untuk memesan tiket, tapi ada satu kendala, fitur loyaltix gak pernah rilis jadi gunanya poin loyaltix buat apa kalo gak bisa kepake?
